MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_anular
458.5211970074813,220654.9675,469.15317939417275,7593,30.49774581833877,74.04281067903808,183867,Dedo anular
485.6857855361596,251152.92,500.52632647171697,8387,31.535812975092302,91.11317715685847,194760,Dedo anular
592.6783042394015,366811.095,604.8936717429875,8508,31.906739100071007,105.32603652962358,237664,Dedo anular
503.75311720698255,268591.0275,517.6110744940671,8204,32.536133759252955,97.13602527347466,202005,Dedo anular
517.0548628428928,291904.8675,539.6081218690397,10407,44.603783471808754,121.29220589424196,207339,Dedo anular
519.3341645885287,291178.5925,538.9364167938862,9365,37.18860712637676,122.47987263760797,208253,Dedo anular
539.0847880299252,309611.3925,555.7331142413049,8729,32.986929229620635,109.702066529437,216173,Dedo anular
662.5336658354115,473981.36,687.604073283463,8234,29.97198692112353,165.26053942450608,265676,Dedo anular
536.2768079800499,299391.8025,546.4843909263873,7809,30.033855896304757,84.08151690598939,215047,Dedo anular
500.6558603491272,269227.0725,518.2235842681907,8591,36.56429269109414,102.846089265614,200763,Dedo anular
481.6384039900249,248251.7225,497.6270098153391,9106,34.729094431038654,95.92978899384953,193137,Dedo anular
499.2269326683292,267084.355,516.1572524211324,8860,36.01673222267672,102.72295570301182,200190,Dedo anular
582.1995012468828,360802.95,599.9193212590758,8343,34.7459709894543,118.46325582552349,233462,Dedo anular
599.0847880299252,388494.6325,622.5157170346081,8297,33.43512374734091,143.3439717414693,240233,Dedo anular
523.5436408977556,290342.8675,538.1624480107079,8437,34.565915292380154,99.74063594131879,209941,Dedo anular
551.5985037406484,326365.7525,570.5715317275785,8980,35.36361124093522,123.98619411570826,221191,Dedo anular
511.2718204488778,274767.28,523.5284851972885,8067,30.191265293127415,87.01621258574264,205020,Dedo anular
456.15960099750623,224505.31,473.2287463627288,8709,35.27034873658042,101.69643223611794,182920,Dedo anular
434.5137157107232,196920.59,443.2036960692863,8056,27.70279769265191,69.18889807899205,174240,Dedo anular
458.7431421446384,221374.115,469.91707763218614,8823,34.574231734053036,80.48871586619485,183956,Dedo anular
484.6159600997506,246326.7725,495.69394919831376,9071,32.07736741068381,83.19963184308557,194331,Dedo anular
