MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_Indice
373.83291770573567,141531.5275,375.73738308475714,5756,18.19134409547574,29.719454481004473,149907,Dedo indice
390.1022443890274,153903.6475,391.81608935864193,5840,18.666815475597332,28.41410190235135,156431,Dedo indice
392.9650872817955,155903.7325,394.353832410891,6105,18.59952956394328,26.669921206957667,157579,Dedo indice
395.3990024937656,159029.6325,398.2876471538023,5769,18.70728467736566,30.422771002667897,158555,Dedo indice
334.4912718204489,116616.8325,341.0660016131175,4833,16.40647737937672,55.748571215353145,134131,Dedo indice
292.66084788029923,88955.0625,297.8812337600909,4476,16.538137742805265,45.5045180067288,117357,Dedo indice
251.43890274314214,68732.3475,261.84145038010524,3829,15.508626631652463,56.12562110932145,100827,Dedo indice
251.57356608478804,68163.0825,260.7548652482316,4042,15.089897282619257,55.73900659821768,100881,Dedo indice
268.5137157107232,78787.48,280.34086839732373,4491,17.184367896434246,67.52846064390147,107674,Dedo indice
229.62344139650872,55173.2625,234.596831429387,3200,12.129921681527874,36.386913016710096,92079,Dedo indice
237.32169576059852,60079.43,244.8052409264095,3364,12.752058657330588,49.36691935995423,95166,Dedo indice
236.8154613466334,59663.2675,243.95590031142535,3634,13.722244714331545,45.07948333654641,94963,Dedo indice
228.52618453865335,56167.6025,236.7013596619914,3465,13.35449362574261,47.228599324631055,91639,Dedo indice
234.70074812967582,58835.9725,242.25864148995512,3771,14.283819517201973,48.047350451800675,94115,Dedo indice
236.60099750623442,59138.0475,242.8797461138314,3522,14.139483724662652,41.39173263847862,94877,Dedo indice
237.30922693266834,60352.2425,245.36042499680642,3740,15.22990479287379,49.004844497235716,95161,Dedo indice
272.2992518703242,79888.6,282.29306856280317,4247,15.652395982724178,58.887357665686174,109192,Dedo indice
306.47381546134665,98965.48,314.1952948275492,4546,15.765785740013087,56.54563093513101,122896,Dedo indice
292.03990024937656,94569.85,307.1384296414135,4953,18.371513274632548,78.5463025727452,117108,Dedo indice
282.5436408977556,87724.375,295.8134732776189,5009,17.996180150242996,72.08196466439885,113300,Dedo indice
271.3615960099751,81649.355,285.38700154067817,4367,15.927570436196476,66.9495090204663,108816,Dedo indice
318.286783042394,111283.3575,333.1753935883742,5462,19.329769786523585,83.15126149713,127633,Dedo indice
305.09725685785537,104951.83,323.5585028061457,5405,20.615588761905393,83.2800417907849,122344,Dedo indice
283.0224438902743,90890.465,301.10430997626764,5489,22.829750327149878,83.11151050055659,113492,Dedo indice
268.6009975062344,79664.3575,281.8966003108816,4558,16.76141402149592,68.93305389891854,107709,Dedo indice
265.4139650872818,80017.4675,282.52065887872135,4955,19.234279295050282,79.09576432982382,106431,Dedo indice
276.4339152119701,87548.21,295.5163029120103,4940,20.223748416156685,78.76970914359985,110850,Dedo indice
