MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Mano_cerrada
421.67,198735.0404040404,443.56249841482315,2132,39.44283678613106,107.13100000000003,42167,Mano cerrada
426.26,208144.84848484848,453.94206678826316,2046,27.934627871934044,128.41639999999998,42626,Mano cerrada
395.1,164449.87878787878,403.4914868990423,1513,19.105501878260146,62.41200000000003,39510,Mano cerrada
328.22,121016.88888888889,346.1310734389503,1730,24.386202424462663,79.52600000000002,32822,Mano cerrada
308.87,113953.70707070707,335.8782070929878,1790,30.814203730019564,112.63359999999997,30887,Mano cerrada
306.29,104713.54545454546,321.97268517686405,1477,20.202260099585718,79.65899999999999,30629,Mano cerrada
331.22,120531.69696969698,345.436506466818,1619,21.57462969472817,69.72800000000002,33122,Mano cerrada
358.03,142297.74747474748,375.33287892216424,1852,25.769765386607773,97.63719999999998,35803,Mano cerrada
405.61,182478.33333333334,425.0335869081407,1644,23.14425556496829,110.84219999999998,40561,Mano cerrada
365.4,152059.19191919192,387.99304117470973,2111,31.079728038538157,100.43199999999999,36540,Mano cerrada
342.33,129037.78787878787,357.4176968198413,1631,23.518099627755003,92.08959999999999,34233,Mano cerrada
451.66,231747.1313131313,478.98816269298345,2199,33.01377123124668,132.69240000000002,45166,Mano cerrada
494.92,265371.63636363635,512.560162322434,1962,32.76669903509607,109.76080000000002,49492,Mano cerrada
415.65,182093.9090909091,424.58564507057935,1639,24.338729165133856,72.81499999999998,41565,Mano cerrada
419.98,195913.2323232323,440.40220253763493,1829,26.416822005087685,99.57119999999999,41998,Mano cerrada
304.32,100789.0303030303,315.8815284248194,1459,19.168313499738115,66.3368,30432,Mano cerrada
370.71,155101.46464646465,391.8551390501342,1508,20.97425068790759,100.88039999999997,37071,Mano cerrada
415.07,186620.75757575757,429.8308388191801,1880,25.980567718775873,93.62720000000002,41507,Mano cerrada
358.31,136418.43434343435,367.49727890149063,1420,17.082095298820335,70.40240000000001,35831,Mano cerrada
348.68,128890.28282828283,357.2133536137752,1568,19.930687976894404,61.856000000000016,34868,Mano cerrada
377.23,151113.84848484848,386.7850953695088,1639,23.341773365329033,64.79439999999998,37723,Mano cerrada
464.83,247608.47474747474,495.10846286445155,2227,33.961207816619776,150.62239999999997,46483,Mano cerrada
528.76,314368.68686868687,557.8754341248591,1906,25.134386281295466,155.9904,52876,Mano cerrada
563.63,339713.16161616164,579.9276075511494,2269,38.420717264927724,102.00639999999996,56363,Mano cerrada
415.99,185281.48484848486,428.285734060802,1604,25.67591332849769,82.8282,41599,Mano cerrada
340.49,133866.91919191918,364.0442967552163,1573,21.68623824670681,99.43619999999999,34049,Mano cerrada
424.84,212891.45454545456,459.0888149367179,2573,38.93338003318079,140.78959999999995,42484,Mano cerrada
382.13,160683.0404040404,398.8435908974845,2050,27.53069911824605,92.96899999999997,38213,Mano cerrada
328.36,124112.14141414141,350.5296278490593,1735,23.72932380159216,99.50239999999998,32836,Mano cerrada
388.15,167416.75757575757,407.1149591945744,1803,25.031898841197798,107.565,38815,Mano cerrada
354.32,135793.53535353535,366.6546058622474,1658,23.418459437466044,77.36319999999998,35432,Mano cerrada
438.09,214515.28282828283,460.8363375429503,2364,34.373174882677795,124.69359999999999,43809,Mano cerrada
458.62,242869.91919191918,490.34806005530396,2662,42.3031388380999,136.9192,45862,Mano cerrada
546.82,314714.6060606061,558.1822820548857,2316,31.766191290283906,97.78559999999999,54682,Mano cerrada
502.97,288430.797979798,534.3655022547769,2681,37.6650576218405,150.74699999999996,50297,Mano cerrada
502.45,291412.8585858586,537.1207778516858,2436,34.1567982792133,167.47,50245,Mano cerrada
