MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_pulgar
258.08,68775.93939393939,260.9371188619971,1318,17.26150619035303,31.135999999999996,25808,Dedo pulgar
306.62,101188.62626262626,316.50709312746847,1748,24.14392869707192,58.224,30662,Dedo pulgar
279.61,84320.65656565657,288.9246441548384,1435,19.560060316777133,62.50660000000002,27961,Dedo pulgar
281.68,84764.8686868687,289.68469065520185,1450,18.989098414244385,58.07599999999999,28168,Dedo pulgar
388.95,162111.54545454544,400.61256844986775,1360,17.04776415329185,87.29299999999995,38895,Dedo pulgar
449.55,215947.22222222222,462.371874144611,1657,22.199053578879884,96.16099999999994,44955,Dedo pulgar
673.04,466812.3434343434,679.8119004548244,1342,17.34498442917966,71.2568,67304,Dedo pulgar
352.66,138448.18181818182,370.2211501251651,1423,18.006452266682718,85.44440000000003,35266,Dedo pulgar
304.08,96388.80808080808,308.9092423350263,1496,19.274204250628596,47.732000000000006,30408,Dedo pulgar
385.77,152466.0101010101,388.5117115351866,1368,17.020486764395713,37.784,38577,Dedo pulgar
371.32,142989.31313131313,376.2438305142026,1377,19.218309872187884,47.53039999999998,37132,Dedo pulgar
405.62,167150.0,406.79048661442414,1104,13.988451225091636,24.799200000000006,40562,Dedo pulgar
427.66,185943.87878787878,429.0506263834141,1079,13.492609275099648,29.132800000000007,42766,Dedo pulgar
458.96,213504.7676767677,459.7496275148029,1054,12.995725793078618,23.479200000000002,45896,Dedo pulgar
453.48,208025.81818181818,453.8122519280413,1033,13.579916841208616,12.944000000000006,45348,Dedo pulgar
448.36,203530.101010101,448.88172161494833,1066,13.682548052615099,16.794400000000007,44836,Dedo pulgar
435.46,192303.35353535353,436.32593321965174,1095,13.652616576830223,21.804399999999998,43546,Dedo pulgar
444.78,202047.53535353535,447.2438484764212,1105,14.300173058216796,32.3916,44478,Dedo pulgar
487.01,242447.68686868687,489.92163659099606,1102,14.272952452704791,43.092800000000004,48701,Dedo pulgar
488.05,242938.7373737374,490.41752619579165,1231,15.98831644127244,41.31799999999999,48805,Dedo pulgar
487.87,242201.38383838383,489.6727172306009,1148,14.766875297794252,35.284800000000004,48787,Dedo pulgar
486.43,243031.9696969697,490.5116206574519,1355,22.095065494175824,44.65900000000001,48643,Dedo pulgar
480.71,236475.80808080808,483.8502350934636,1077,14.423255632148486,44.79780000000001,48071,Dedo pulgar
486.3,240591.25252525252,488.042354719342,1079,14.227232387718331,36.49,48630,Dedo pulgar
488.89,243691.94949494948,491.17718798820454,1030,13.628549949916673,35.46359999999999,48889,Dedo pulgar
