MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_corazon
412.27,173887.101010101,414.9074957144062,1487,18.81676664761263,34.537,41227,Dedo corazon
409.02,173240.42424242425,414.1352677568043,1861,25.256062378539667,51.68600000000001,40902,Dedo corazon
426.15,188787.44444444444,432.3188291064825,1815,25.741724177614124,56.36699999999997,42615,Dedo corazon
430.94,197443.0303030303,442.11830995786636,2116,32.70128036291144,78.06080000000001,43094,Dedo corazon
400.21,164921.84848484848,404.0700805553413,1629,21.68344338825633,42.43719999999999,40021,Dedo corazon
393.94,158265.81818181818,395.83223719146474,1390,19.528275278516926,26.959600000000002,39394,Dedo corazon
411.59,181899.8686868687,424.35936421858304,1930,33.70010340780826,77.69319999999996,41159,Dedo corazon
430.36,195661.0909090909,440.1187112586785,1828,26.848621656399512,65.95279999999998,43036,Dedo corazon
405.06,173250.24242424243,414.14700288665614,1699,23.593998552105738,64.37800000000001,40506,Dedo corazon
427.91,191956.45454545456,435.9322080323958,1883,26.74288350537051,67.6084,42791,Dedo corazon
386.03,154981.58585858587,391.7036762656179,1705,23.456600802591183,44.000799999999984,38603,Dedo corazon
402.43,174820.21212121213,416.0192423434282,1804,28.41503372185473,86.63899999999998,40243,Dedo corazon
446.99,211133.58585858587,457.18951212817643,1786,26.340428656690115,67.786,44699,Dedo corazon
393.7,164485.53535353535,403.5352277063305,1896,26.792129101999002,62.916000000000004,39370,Dedo corazon
396.63,166906.41414141413,406.493972895048,1995,32.438753479021464,59.616800000000005,39663,Dedo corazon
385.93,153550.797979798,389.89138231050964,1700,23.782261448313943,40.009,38593,Dedo corazon
402.42,167714.8282828283,407.4772140868738,1724,24.62363158275465,46.343999999999994,40242,Dedo corazon
354.62,129274.72727272728,357.7456917979586,1627,22.793096597988885,32.3736,35462,Dedo corazon
402.19,169529.54545454544,409.67578644581863,1738,24.68876978578223,59.23560000000001,40219,Dedo corazon
428.09,188807.56565656565,432.3418670450503,1551,20.733274870813027,44.2298,42809,Dedo corazon
424.2,185409.65656565657,428.4338455351071,1688,22.157836017303158,47.128000000000014,42420,Dedo corazon
389.81,159610.47474747474,397.51021370525814,1724,25.295026859807518,57.170199999999994,38981,Dedo corazon
398.84,166362.2626262626,405.83080218238734,1797,25.13940928084626,59.70479999999998,39884,Dedo corazon
431.11,192956.7373737374,437.0665509965273,1693,23.502202776623626,56.07439999999999,43111,Dedo corazon
407.47,176955.1616161616,418.55180085623806,1863,27.885950990171782,68.95320000000002,40747,Dedo corazon
406.71,175744.57575757575,417.1176452752868,2062,26.67007553969297,72.42559999999999,40671,Dedo corazon
414.73,178684.11111111112,420.59157147998104,1785,26.866486201363973,52.538199999999996,41473,Dedo corazon
388.42,154539.05050505052,391.1440399648191,1553,21.20201057742526,31.692400000000006,38842,Dedo corazon
387.72,156886.30303030304,394.1033367024441,1871,25.30281255576785,47.37120000000002,38772,Dedo corazon
400.09,164881.48484848486,404.0206306613562,1551,21.2086793744467,40.753399999999985,40009,Dedo corazon
405.21,170519.8686868687,410.8706244062722,1562,21.70881680959898,54.2972,40521,Dedo corazon
421.41,182904.898989899,425.5300811928576,1685,22.214064159100793,46.0294,42141,Dedo corazon
444.9,210036.64646464647,456.0003070174405,1662,24.573945305522024,72.56199999999998,44490,Dedo corazon
438.26,207158.64646464647,452.86538838820525,2179,30.021372858062776,87.77959999999999,43826,Dedo corazon
422.82,192667.67676767678,436.7390525245023,1931,29.096322097405363,88.46960000000001,42282,Dedo corazon
